Adjusted date,Position,Seniority,Location,Studio,Client,Project,Team Name,Engagement,Year,Month,Day
5Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.81,2023,2,5
05Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,5
06Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.92,2023,2,6
06Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.27,2023,2,6
06Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.7,2023,2,6
6Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,6
6Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.17,2023,2,6
06Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,-1,2023,2,6
07Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.15,2023,2,7
07Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,7
07Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.15,2023,2,7
7Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,7
7Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.79,2023,2,7
07Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,7
08Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.01,2023,2,8
08Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.05,2023,2,8
08Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.1,2023,2,8
8Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,8
8Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.01,2023,2,8
08Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.4,2023,2,8
09Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.59,2023,2,9
09Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.87,2023,2,9
09Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.05,2023,2,9
9Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,9
9Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.49,2023,2,9
09Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.6,2023,2,9
10Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.94,2023,2,10
10Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.95,2023,2,10
10Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,10
10Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,10
10Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.53,2023,2,10
10Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,10
11Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.79,2023,2,11
11Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.61,2023,2,11
11Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,11
11Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,11
11Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.57,2023,2,11
11Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,11
12Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.15,2023,2,12
12Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.72,2023,2,12
12Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,12
12Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,12
12Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.19,2023,2,12
12Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,12
13Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.1,2023,2,13
13Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.36,2023,2,13
13Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.35,2023,2,13
13Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,13
13Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.95,2023,2,13
13Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,13
14Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.72,2023,2,14
14Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.32,2023,2,14
14Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,14
14Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,14
14Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.33,2023,2,14
14Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,14
15Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.77,2023,2,15
15Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.89,2023,2,15
15Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,15
15Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,15
15Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.89,2023,2,15
15Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,15
16Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.09,2023,2,16
16Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.86,2023,2,16
16Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,16
16Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,16
16Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.17,2023,2,16
16Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.2,2023,2,16
17Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.64,2023,2,17
17Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.3,2023,2,17
17Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,17
17Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,17
17Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.1,2023,2,17
17Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.4,2023,2,17
18Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.72,2023,2,18
18Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.47,2023,2,18
18Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,18
18Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.87,2023,2,18
18Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.4,2023,2,18
19Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.63,2023,2,19
19Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.28,2023,2,19
19Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,19
19Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.1,2023,2,19
19Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.8,2023,2,19
20Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.54,2023,2,20
20Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.84,2023,2,20
20Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,20
20Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,20
20Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.67,2023,2,20
20Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,20
21Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.62,2023,2,21
21Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.08,2023,2,21
21Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,21
21Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,21
21Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.23,2023,2,21
21Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,21
22Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.48,2023,2,22
22Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.19,2023,2,22
22Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,22
22Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,22
22Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.78,2023,2,22
22Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.3,2023,2,22
23Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.76,2023,2,23
23Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.24,2023,2,23
23Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,23
23Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,23
23Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.51,2023,2,23
23Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.9,2023,2,23
24Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,24
24Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.8,2023,2,24
24Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,24
24Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,24
24Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.23,2023,2,24
24Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,24
25Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,25
25Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.25,2023,2,25
25Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,25
25Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,25
25Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.83,2023,2,25
25Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,2,25
26Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,26
26Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.64,2023,2,26
26Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,26
26Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,4,2023,2,26
26Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.38,2023,2,26
26Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,26
27Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,27
27Feb23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,27
27Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.3,2023,2,27
27Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,27
27Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,27
27Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.98,2023,2,27
27Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,2,27
28Feb23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.86,2023,2,28
28Feb23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.96,2023,2,28
28Feb23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.61,2023,2,28
28Feb23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,2,28
28Feb23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,2,28
28Feb23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.83,2023,2,28
28Feb23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,0,2023,2,28
01Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.74,2023,3,1
01Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.53,2023,3,1
01Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.12,2023,3,1
1Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,1
1Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,3,1
1Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.17,2023,3,1
01Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,-1,2023,3,1
02Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.2,2023,3,2
02Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.91,2023,3,2
02Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.9,2023,3,2
2Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,2
2Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,3,2
2Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.92,2023,3,2
02Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.4,2023,3,2
03Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.51,2023,3,3
03Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.46,2023,3,3
03Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.45,2023,3,3
3Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,3
3Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,3,3
3Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.43,2023,3,3
03Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.3,2023,3,3
04Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.84,2023,3,4
04Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.08,2023,3,4
04Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.6,2023,3,4
4Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,4
4Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,3,4
4Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.34,2023,3,4
04Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.21,2023,3,4
05Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.28,2023,3,5
05Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.21,2023,3,5
05Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.01,2023,3,5
5Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,5
5Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.5,2023,3,5
5Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.29,2023,3,5
05Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.4,2023,3,5
06Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.94,2023,3,6
06Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.42,2023,3,6
06Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.67,2023,3,6
6Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,-1,2023,3,6
6Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,6
6Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.1,2023,3,6
06Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.5,2023,3,6
07Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.71,2023,3,7
07Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.79,2023,3,7
07Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.63,2023,3,7
7Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,7
7Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,7
7Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.46,2023,3,7
07Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.3,2023,3,7
08Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.01,2023,3,8
08Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.91,2023,3,8
08Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.6,2023,3,8
8Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,8
8Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,8
8Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.1,2023,3,8
08Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,-1,2023,3,8
09Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.17,2023,3,9
09Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.55,2023,3,9
09Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.84,2023,3,9
9Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,9
9Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,9
9Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,2.88,2023,3,9
09Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,9
10Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,2.57,2023,3,10
10Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.14,2023,3,10
10Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,2.99,2023,3,10
10Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,10
10Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,10
10Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.35,2023,3,10
10Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,10
11Mar23,User Experience Designer,Ssr,BOG,Design,UrbanDesign Co.,Echo System,The Walking Pets,3.41,2023,3,11
11Mar23,Quality Assurance Tester,Sr Level 1,BOG,Quality Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3.13,2023,3,11
11Mar23,Project Manager,Sr Level 1,GDL,Delivery,UrbanDesign Co.,Echo System,The Walking Pets,3.25,2023,3,11
11Mar23,Software Developer,Sr Level 2,BOG,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,11
11Mar23,Software Developer,Sr Level 1,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,3,2023,3,11
11Mar23,DevOps Engineer,Ssr,CDMX,Cloud Ops,UrbanDesign Co.,Echo System,The Walking Pets,3.3,2023,3,11
11Mar23,Software Developer,Ssr,CDMX,Engineering,UrbanDesign Co.,Echo System,The Walking Pets,2.01,2023,3,11
